EIN,NAME,STATE,NTEE_GROUP,NTEE_CD,WEBSITE
83-1612691,ARMADILLO PROJECT,MN,F,F11,armadilloproject.com
81-5231609,TRIAD RESTORATIVE JUSTICE,NC,I,I51,www.triadrj.org
20-8580720,CANDLELIGHTERS OF NEW YORK CITY INC,NY,F,F60,www.candlelightersnyc.org
58-1667920,FAMILY SUPPORT COUNCIL INC,GA,I,I72Z,familysupportcouncil.com
23-7147454,LEAGUE OF WOMEN VOTERS LOTTE E SCHARFMAN MEMORIAL FUND,MA,R,R400,www.lwvma.org
04-1590626,LEAGUE OF WOMEN VOTERS OF MASSACHUSETTS,MA,R,R40Z,www.lwvma.org
11-2666397,NAMI QUEENS-NASSAU INC,NY,F,F99Z,www.namiqn.org
20-0039360,WILLIAM BRADFORD CHRISTIAN SCHOOL INC,OK,B,B25,www.wbcslions.org
20-5024289,GRASS ROOTS GAY RIGHTS FOUNDATION,CA,R,R122,www.realbad.org
22-3307141,PITUITARY SOCIETY INCORPORATED,CA,G,G43,www.pituitarysociety.org
58-1502872,THE HILLEL SCHOOL,NC,B,B21,www.hillelpreschool.org
91-0963226,COMMUNITY HOUSE MENTAL HEALTH AGENCY,WA,F,F30Z,chmha.org
13-3954568,AID FOR AIDS INTERNATIONAL INC,NY,R,R30,www.aidforaids.org
59-3051564,FOR EYE CARE FOUNDATION INC,FL,G,G41Z,www.mdeye.org
85-1354082,SHE RISES INTL,MD,R,R24,www.sherisesintlinc.com
82-5401904,KABUKI SYNDROME FOUNDATION,IL,G,G80,www.kabukisyndromefoundation.org
27-2197981,PAMELA THOMPSON BREAST CANCER FOUNDATION,TX,G,G30,pamelathompsonbcf.org
54-1151413,ASSISTING FAMILIES OF INMATES INC,VA,I,I43Z,afoi.org
86-0299194,CASA CENTER FOR POSITIVE SOCIAL CHANGE,AZ,I,I73Z,www.casacares.org
82-5137933,CONNECTIONS TO RECOVERY,TN,F,F20,www.connectionstorecovery.org
58-2189880,WEST GEORGIA PREVENTION & ADVOCACY RESOURCE CENTER INC,GA,F,F42Z,www.wgaparc.org
23-2971146,PUBLIC HEALTH MANAGEMENT SERVICES CORPORATION,PA,F,F03,delawarephi.org
83-4506096,2 DEGREES FOUNDATION INC,NJ,G,G99,www.the2degrees.org
91-1275815,DOWNTOWN EMERGENCY SERVICE CENTER,WA,F,F300,www.desc.org
81-1663883,LEARN UNIQUELY LIKE ME INC,CA,G,G84,www.learnuniquelylikeme.org
93-1145191,NORTHWEST GANG INVESTIGATORS ASSOCIATION,WA,I,I20,www.nwgia.com
52-1449368,CENTER FOR IMMIGRATION STUDIES INC,DC,R,R21M,www.cis.org
72-1271514,CHILDRENS ADVOCACY CENTER HOPE HOUSE,LA,R,R20,www.cachopehouse.org
47-4352654,WEIGHTED COMFORT FOR KIDS NFP,IL,G,G84,www.weightedcomfortforkids.org
82-3400758,DISABILITY ADVOCACY ALLIANCE INC,OH,R,R23,disabilityadvocacyalliance.org
62-0632682,MID-SOUTH LIONS SIGHT AND HEARING SERVICE,TN,G,G41Z,www.midsouthlions.org
84-2534365,CHILDRENS RIGHTS AND VIOLENCE PREVENTION FUND,DC,F,F99,www.crvpf.org
45-3952174,NEUROBIOLOGY FOUNDATION INC,GA,H,H96,www.neurobiologyfoundation.org
43-1024440,CHILD CENTER MARYGROVE,MO,F,F33Z,marygrovechildren.org
45-2657700,NEW MENTAL HEALTH CONNECTION INC,WI,F,F80,www.newmentalhealthconnection.org
04-3383748,HEALTH ASSESSMENT LAB INC,MA,H,H99,www.hal-health.org
41-1381111,GARLOUGH ENVIRONMENTAL MAGNET SCHOOL PARENT TEACHER ORGANIZATION,MN,B,B94,gemspto.org
47-5205431,INDIANA COALITION TO END SEXUAL ASSAULT INC,IN,I,I73,www.icesaht.org
94-2346815,BAY AREA COMMUNITY RESOURCES,CA,F,F220,www.bacr.org
45-5127999,WESTERN PENNSYLVANIA FOOT AND ANKLE SOCIETY,PA,H,H99,www.westpennfas.org
38-3780133,THE SPIRAL SCHOOL INC,MA,B,B24,www.bridgeviewschool.com
31-1415701,HANOVER DOMESTIC VIOLENCE TASK FORCE INC,VA,F,F01,www.hanoversafeplace.com
47-3032197,GRACESIGNS,CA,G,G25,www.gracesigns.org
46-3070916,ARIZONA PEER AND FAMILY COALITION,AZ,F,F01,azpeerandfamily.org
45-3951455,SHANNONS HOPE FOUNDATION,TX,G,G192,shannons-hope.org
22-3662274,WOODCLIFF LAKE PFA INC,NJ,B,B94,www.wclpfa.com
22-2675421,NORTH JERSEY ELKS DEVELOPMENTAL DISABILITIES AGENCY,NJ,G,G200,www.njedda.org
81-5457933,LOUIE TIJERINA FOUNDATION INC,TX,F,F60,louietijerinafoundationinc.org
65-1046928,AFFORDABLE HOMEOWNERSHIP FOUNDATION INC,FL,I,I12,www.affordablehomeownershipfoundationinc.org
83-0639067,RUNNING IN SILENCE,MI,F,F53,www.runninginsilence.org
27-1680260,HART OF AUTISM,KY,G,G94,www.hartofautism.org
61-1658271,IN AWE FOUNDATION INC,NJ,F,F20,www.inawefoundation.org
43-1956680,NATALIE BRUNO SQUASSI CANCER FOUNDATION,NY,G,G113,nataliesquassifoundation.com
26-2965095,LOVE FOR THERAPEUTIC RIDING,SC,G,G99,lovefortherapeuticriding.org
52-1837571,KUUMBA LEARNING CENTER INC,DC,B,B24,www.kuumbalearningcenter.org
46-4254115,KYLES KROWD,NJ,G,G12,www.kyleskrowd.org
83-3699959,BRUNSWICK BIBLICAL SUPPORT SERVICES INC,NC,F,F60,biblicalsupportservices.com
22-3127567,THE SOUTHWEST COUNCIL INC,NJ,F,F20,www.southwestcouncil.org
46-5426397,WILL S WAY,IN,G,G80,www.diabeteswillsway.com
47-3287780,OPERATION PERIOD,OR,R,R24,www.operationperiod.org
27-4527875,AUTISM SUPPORT COMMUNITY CORPORATION,CA,G,G84,www.autismsupportcommunity.org
45-0709993,FREE SPEECH FOR PEOPLE INC,TX,R,R60,www.freespeechforpeople.org
32-0455255,NAMI NORTHEAST KANSAS LEAVENWORTH,KS,F,F80,www.naminekl.org
84-4473388,PARTNER IN LYME INC,CT,G,G80,partnerinlyme.org
47-4907087,JHP CULTURAL & DIVERSITY LEGACY,WA,B,B21,jhplegacy.org
46-1356862,TENNESSEE VOICES FOR VICTIMS,TN,I,I70,tnvoicesforvictims.org
61-0929390,KENTUCKY YOUTH ADVOCATES INC,KY,R,R200,www.kyyouth.org
26-2096777,HEALING CURVE,CA,H,H12,www.thehealingcurve.org
68-0526818,THE KESWELL SCHOOL,NY,B,B28,www.keswellschool.org
61-0471572,USPIRITUS INC,KY,F,F01,www.uspiritus.org
23-1713846,COLONIAL HOUSE INC,PA,F,F220,www.colonialhouseinc.org
45-4051298,VALLUVAN TAMIL ACADEMY,VA,B,B28,www.valluvantamil.org
47-1269034,MENTAL HEALTH PARTNERS OF HANCOCK COUNTY INC,IN,F,F30,www.mentalhealthpartnershc.com
68-0594714,CENTRAL COAST GANG INVESTIGATORS,CA,I,I20,www.ccgia.org
26-1876988,THORNTOWN ELEMENTARY SCHOOL PARENT TEACHER ORGANIZATION INCORPORATED,IN,B,B94,tes.weboschools.org
83-2740134,SUNRISE FUND INC,MA,F,F99,thesunrisefund.org
47-4047034,CALIFORNIA COLLEGIATE INC,CA,B,B24,californiacollegiate.org
84-2987081,NATIVE AMERICANS AGAINST DRUGS AND ALCOHOL CORPORATION,MT,F,F21,naada.us
46-5662784,BALBOA MIDDLE SCHOOL PARENT TEACHER ORGANIZATION,CA,B,B94,www.venturausd.org
45-0523495,POLK COUNTY WOMEN ATTORNEYS INC,IA,I,I03,pcwa.wildapricot.org
27-3084801,ADVOT PROJECT,CA,I,I70,www.theadvotproject.org
46-2140915,ANTI-RECIDIVISM COALITION,CA,I,I20,www.antirecidivism.org
83-4423799,BARRY & DENISE JOHNSON FOUNDATION INC,IN,H,H01,www.ejhraceforhope.com
47-3964034,BUNDLES OF HOPE INC,AL,R,R19,www.bundlesdiaperbank.org
45-4892650,KENTUCKY ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY INC,KY,F,F03,www.kacapky.org
45-2928042,THE STATION FOUNDATION,MT,F,F60,thestationfoundation.org
85-0875776,JAYA BEEMON FOUNDATION NFP,IL,I,I21,jaya-beemon-foundation.square.site
85-2676751,A WAY FORWARD INC,CO,F,F20,www.awflongmont.org
45-4122935,OHIO DISABILITY RIGHTS LAW AND POLICY CENTER INC,OH,R,R23,www.disabilityrightsohio.org
73-1301658,CASA OF SOUTHWEST OKLAHOMA INC,OK,I,I72I,www.casaswok.com
82-4671419,END CITIZENS UNITED ACTION FUND,DC,R,R01,ecuactionfund.org
85-3715849,FINDING MEANING,CA,F,F20,findingmeaning2.wixsite.com
27-3541000,SHRED KIDS CANCER INC,CA,H,H123,www.shredkidscancer.org
81-4297126,BRIGHTER DAYS CHILDHOOD CANCER ORGANIZATION,FL,G,G1,brighterdays4kids.com
04-3035697,COMMUNITY COUNSELING OF BRISTOL COUNTY INC,MA,F,F32Z,www.comcounseling.org
95-1946482,WEST END FAMILY COUNSELING SERVICE,CA,F,F32Z,www.wefcs.org
84-3129759,RESILIENT COMMUNITIES,NV,F,F32,www.resilientcommunitiesnv.org
20-1199994,DRAGONHEART VERMONT INCORPORATED,VT,H,H12,www.dragonheartvermont.org
72-1299269,CHILDRENS ADVOCACY NETWORK INC,LA,I,I72,www.childrensadvocacy.net
46-1869703,FORWARD MOTION 411 INCORPORATED,CT,I,I80,parricide.org
27-1161992,SOMI VIP INC,FL,B,B94,www.somersetsomi.com
93-0429354,SUNSHINE DIVISION PORTLAND POLICE DEPT,OR,I,I60Z,www.sunshinedivision.org
64-0964685,NE OHIO VALUES VOTERS,OH,R,R40,ohiovaluevoters.org
32-0582082,TENNESSEE INNOCENCE PROJECT,TN,I,I99,www.tninnocence.org
47-2359128,NORTHWEST HILLS YOUTH AND FAMILY SERVICES INC,CT,F,F32,www.northwesthillsysb.org
42-6126329,ALCOHOL & DRUG DEPENDENCY SERVICES OF SOUTHEAST IOWA,IA,F,F22Z,www.addsiowa.org
47-2241015,WHITE CENTER HEIGHTS ELEMENTARY PTSA,WA,B,B94,wchpta.wordpress.com
83-4556306,FOREVER OPTIMISTIC - CANCER U SUCK CORPORATION,IN,G,G12,wordpress.com
83-4490547,ROS1DERS INC,CA,H,H99,ros1cancer.com
61-1272492,BLUEGRASS CRIME STOPPERS INC,KY,I,I20,www.bluegrasscrimestoppers.com
27-5429998,URBAN ANGEL FOUNDATION,PA,F,F19,urbanangelmovement.com
93-1187763,OREGON TREATMENT NETWORK INC,OR,F,F20,www.adapt-or.org
25-1383622,ALLEGHENY COUNTY BAR FOUNDATION,PA,I,I80,www.acbf.org
41-0914354,SOUTHWESTERN MENTAL HEALTH CENTER INC,MN,F,F30Z,swmhc.net
20-2523211,HOPE HAPPENS INC,MO,G,G96,www.hopehappens.org
47-4244585,SPENCER GRACE FOUNDATION INC,MD,H,H30,www.thespencergracefoundation.org
27-2817294,LANCASTER EDUCATIONAL AND ALUMNI FOUNDATION,NY,B,B94,www.nyleaf.org
47-1771665,CASA OF BELL AND CORYELL COUNTIES,TX,I,I80,www.casabellcoryell.org
20-5826021,LOUDOUN BREAST HEALTH NETWORK,VA,G,G30,www.lbhn.org
87-6121782,LEAGUE OF WOMEN VOTERS OF UTAH,UT,R,R40,lwvutah.org
94-3067753,BLUE OAK THERAPY CENTER,CA,F,F30P,blueoaktherapycenter.org
46-3402346,MENTAL HEALTH & ADDICTION ADVOCACY COALITION,OH,F,F80,www.mhaadvocacy.org
74-2898888,ST DAVIDS FOUNDATION COMMUNITY FUND,TX,G,G05,www.stdavidsfoundation.org
27-1868138,GLOBAL FOUNDATION FOR MARRIAGE,CA,F,F60,www.themarriagefoundation.org
83-4644792,AGING RAINBOWS,VA,R,R25,www.agingrainbows.org
86-0476493,SOUTHERN ARIZONA INTERGROUP OF OVEREATERS ANONYMOUS,AZ,G,G90,oasouthernaz.org
38-2584577,SANILAC COUNTY CHILD ABUSE PREVENTION COUNCIL,MI,I,I72Z,www.sanilacchild.org
48-1167349,SAFE KIDS KANSAS INC,KS,I,I72,www.safekidskansas.org
61-1816936,JUSTICE LEAGUE CRIMINAL DEFENSE INC,CA,I,I01,tjlcd.org
82-1151364,THERAPY PET INC,DC,F,F30,ustherapydog.org
82-1151056,US THERAPY DOG,DC,F,F30,ustherapydog.org
80-0757726,MENTAL ILLNESS POLICY ORG,NY,F,F80,www.mentalillnesspolicy.org
83-2445976,ECOLE PARENTS ASSOCIATION,NY,B,B94,theecole.org
37-1354410,CENTRAL ILLINOIS NEUROSCIENCE FOUNDATION,IL,H,H99,www.cinf.org
85-3247308,VECAS HOPE CHILDREN FOUNDATION,FL,G,G98,www.vecasfoundation.org
45-3672468,SCUS HEAD START PROGRAMS INC,CT,B,B21,www.savethechildren.org
81-0330646,MISSOULA URBAN INDIAN HEALTH CENTER INC,MT,F,F220,www.allnations.health
27-3033649,STARBRIGHT FOUNDATION INC,AZ,I,I037,www.starbrightfoundation.org
05-0484805,MURDOCK-THOMPSON CENTER FOR TEACHERS,RI,I,I80,www.murdockthompson.com
27-5198156,LUMP BUSTERS,AZ,H,H99,lumpbusters.com
84-3288113,N-LOREM FOUNDATION,CA,G,G20,nlorem.org
33-0040210,NAMI NATIONAL ALLIANCE FOR THE MENTALLY ILL COACHELLA VALLEY,CA,F,F01,namicoachellavalley.org
14-1965498,SALLY M KINGSBURY SARCOMA RESEARCH FOUNDATION INC,TX,H,H30,www.knockoutsarcoma.org
82-1644240,FREEDOM IN MOVEMENT,FL,F,F80,freedominmovement.org
11-2568841,UNITED CEREBRAL PALSY ASSOCIATION OF GREATER SUFFOLK INC,NY,G,G200,www.ucp-li.org
51-0176948,LONG BEACH POLICE OFFICERS MEMORIAL WIDOWS EMERGENCY AND SCHOLARSHIP F,CA,I,I60I,www.lbpoa.org
22-3808649,ALCOVE CENTER FOR GRIEVING CHILDREN AND FAMILIES INC,NJ,F,F60,www.thealcove.org
80-0478769,TRANSFORMATION MINISTRIES,AL,F,F20,www.transformationranch.org
47-3295637,BRIAN DUENSING FOUNDATION,NE,G,G30,thebrianduensingfoundation.org
01-0591734,NATIONAL CONSORTIUM OF TORTURE TREATMENT PROGRAM,MN,F,F60,www.ncttp.org
48-0970362,HORIZONS MENTAL HEALTH CENTER,KS,F,F30Z,www.hmhc.com
46-5276248,THE GIFT OF KNOWLEDGE INC,NC,B,B21,www.giftofknowledgeacademy.org
41-1654040,PROLIFE ACROSS AMERICA,MN,R,R600,www.prolifeacrossamerica.org
36-3081086,PRO-LIFE ACTION LEAGUE,IL,R,R620,prolifeaction.org
27-2774316,COLLEGE DIABETES NETWORK INC,MA,G,G80,www.collegediabetesnetwork.org
20-0058563,GIGIS PLAYHOUSE INC,IL,F,F30,www.gigisplayhouse.org
04-2103756,BEHAVIORAL HEALTH NETWORK INC,MA,F,F300,www.bhninc.org
26-0256621,CURE TAY-SACHS FOUNDATION,AZ,H,H128,www.curetay-sachs.org
42-1429262,NAMI LINN COUNTY,IA,F,F70,www.namilinncounty.org
81-1141448,PENNSYLVANIA VOICE,PA,R,R01,www.pennsylvaniavoice.org
58-1109087,LINK COUNSELING CENTER INC,GA,F,F600,www.thelink.org
59-3779528,PARENTS AND FRIENDS OF HANCOCK INC,GA,B,B24,www.hancockdayschool.org
27-1543720,MAYFLOWER EARLY CHILDHOOD CENTER,MN,B,B21,www.mayflowermontessori.org
47-2887904,RIDGECREST AUTISM AWARENESS INC,CA,G,G84,www.raaorg.org
56-2485259,ACADEMY OF COURT-APPOINTED MASTERS,MD,I,I03,www.courtappointedmasters.org
45-3808939,CURE ALLIANCE FOR MENTAL ILLNESS INC,RI,F,F21,www.curealliance.org
82-4198976,BRAINSTATION,RI,G,G96,www.brainstation.us
27-2456669,FANNIN PREGNANCY CARE CENTER,TX,P,P47,fanninpregnancy.org
46-2628164,NORTHEASTERN UTAH FRIENDS AGAINST FAMILY VIOLENCE,UT,F,F01,fafv.org
52-1649139,THE TRIANGLE CLUB INC,DC,F,F22Z,triangleclub.org
35-1403134,NORTHEASTERN CENTER INC,IN,F,F30Z,www.necmh.org
52-1704978,CUREPSP INC,NY,G,G90Z,www.curepsp.org
81-3665645,SEAN KARL FOUNDATION,TN,H,H30,seankarlfoundation.org
46-1158411,WE WISH,PA,F,F12,wewish.net
22-2257891,BRIDGWAY REHABILITATION SERVICES,NJ,F,F300,www.bridgewayinc.com
54-1818309,SALEM CHRISTIAN SCHOOL,VA,B,B24,www.salemchristianschool.com
65-0788879,FLORIDA ASSOSCIATION OF TEEN COURTS INC,FL,I,I50,www.flteencourt.net
20-1259275,ROSACEA RESEARCH AND DEVELOPMENT INSTITUTE,AL,H,H40,www.irosacea.org
46-4150693,JEFF BUTLER SARCOMA FOUNDATION,GA,G,G12,www.jbsarcomafoundation.org
38-2161095,THE INSTITUTE FOR INDIVIDUAL AND GROUP PSYCHOTHERAPY,MI,F,F00P,www.iigp.org
83-4265554,MICHAEL J WILSON FOUNDATION,NY,G,G99,michaeljwilsonfdn.com
61-1507295,CASA OF VERMILION COUNTY,IL,I,I19,www.casavermilion.org
45-2643205,MILLER MCNEIL WOODRUFF FOUNDATION,AR,G,G50,www.imwithmiller.com
95-3601230,FOR THE CHILD INC,CA,I,I72Z,forthechild.org
27-2213185,CENTRO DE CONSEJERIA PALABRA DE SABIDURIA,FL,F,F60,www.centrocopas.com
81-2676510,AVP MICHIGAN,MI,I,I40,www.avpmichigan.org
46-5290040,WATERSHED JACKSON,WY,G,G99,www.watershedjackson.org
46-4120412,COMMITTEE TO SAVE COOPER UNION,NY,R,R11,www.savecooperunion.org
46-5405016,AMERICAN ACADEMY OF PAIN MEDICINE ULTRASONOGRAPHY INC,MA,H,H03,www.wapmu.org
59-1290089,BOLEY CENTERS INC,FL,F,F300,www.boleycenters.org
45-4082301,SUNSET POINT APARTMENTS INC,FL,I,I20,www.boleycenters.org
59-6165239,BESSIE BOLEY FOUNDATION,FL,F,F110,www.boleycenters.org
59-2230228,BOLEY FOUNDATION INC,FL,F,F32I,www.boleycenters.org
99-0340877,CARDEN ACADEMY OF MAUI,HI,B,B24,www.cardenmaui.org
46-3535529,MUSCOTA PARENTS ASSOCIATION INC,NY,B,B94,muscota.org
84-2655253,BIG O FOUNDATION INC,TX,F,F32,thebigofoundation.com
84-2603015,KINDNESS OVER MUSCULAR DYSTROPHY INC,CT,G,G12,kindnessovermd.org
46-4283467,MYCOSES STUDY GROUP EDUCATION AND RESEARCH CONSORTIUM,AL,H,H05,msgerc.org
27-3279061,COURT SUPPORT JEFFCO,CO,F,F22,courtsupportjeffco.org
82-3704784,LEAGUE OF WOMEN VOTERS OF WISCONSIN,WI,R,R40,www.lwv-gcv.org
41-2176501,AUNT RITAS FOUNDATION,AZ,G,G81,www.auntritas.org
83-2800684,JOS HELP INC,GA,G,G30,joshelp.info
46-1432359,PEDIATRIC BLOOD AND MARROW TRANSPLANT FOUNDATION INC,CA,H,H30,www.pbmtc.org
85-1623599,BIRDSHOT UVEITIS SOCIETY OF NORTH AMERICA,PA,G,G41,www.busna.org
46-2604471,MARY ELIZABETHS HOUSE INC,MD,G,G81,www.themaryshouse.org
47-1215869,PRECIOUS HEARTS ACADEMY,CA,B,B28,www.preciousheartsacademy.org
45-5552465,FLATHEAD CANCER AID SERVICES,MT,G,G30,flatheadcanceraid.org
57-1180761,WILL ROGERS ELEMENTARY SCHOOL PTO,OK,B,B94,willrogerspto.com
47-2608621,CAPITAL PREPARATORY HARLEM CHARTER SCHOOL,NY,B,B25,www.capitalprepharlem.org
04-2714930,MASS CITIZENS FOR LIFE CHARITABLE TR,MA,R,R620,masscitizensforlife.org
91-2171427,THE DUTCH SCHOOL SILICON VALLEY,CA,B,B28,www.dutchschoolsiliconvalley.org
06-1690953,COLON CLUB,OH,G,G01,www.colonclub.com
81-3038719,TINA DAILEY FOUNDATION INC,FL,F,F21,thetinadaileyfoundation.org
84-3084008,HIS HOPE HOUSE CORPORATION,FL,P,P47,hopehouselakeland.com
75-3060029,TRANSGENDER MICHIGAN,MI,R,R30,www.transgendermichigan.org
52-0698850,BROOK LANE HEALTH SERVICES INC,MD,F,F31Z,www.brooklane.org
04-3138358,AUTISM NATIONAL COMMITTEE INC,VT,R,R30Z,www.autcom.org
84-2538013,OKLAHOMA COUNTY DIVERSION HUB INC,OK,I,I40,okdiversionhub.org
56-2144157,BETHANY COMMUNITY MIDDLE SCHOOL INC,NC,B,B24,www.bcms.com
23-3065896,WILLS EYE OPHTHALMOLOGY CLINIC INC,PA,H,H19,www.willseye.org
61-1149457,AVOL KENTUCKY INC,KY,G,G81Z,www.avolky.org
46-1052114,CMC INITIATIVE INC,GA,F,F21,www.cmc-initiative.com
27-0727686,RESPONSIBLE SOURCING NETWORK,CA,R,R20,www.sourcingnetwork.org
20-4999061,AUSTIN FAMILY INSTITUTE,TX,F,F19,www.austinfamilyinstitute.org
20-5162948,PARTNERSHIP FOR COMMONSENSE JUSTICE INC,KY,R,R05,www.kycommonsense.org
47-3375700,LOVING ME 1ST,CA,R,R99,lovingmefirst.org
35-1553918,ARK INC,IN,I,I720,www.arkcrisis.org
82-0677560,HOUSE OF PRIDE AND EQUALITY,CA,R,R26,www.houseofprideandequality.org
23-1352623,CARSON VALLEY CHILDRENS AID,PA,F,F33,www.cvca-pa.org
84-1232547,MANCOS VALLEY RESOURCES,CO,R,R30,mancosvalleyresources.com
81-2035882,FENIX FARMS LLC,FL,F,F60,www.fenixfarm.com
20-2354229,RACE AGAINST ABUSE CHILDREN EVERYWHERE,MD,F,F19,www.raace.org
81-0978991,ERNEST LAWRENCE MIDDLE SCHOOL PARENT TEACHER ORGANIZATION,CA,B,B94,www.lawrencemiddleschool.net
43-1344654,LEAGUE OF WOMEN VOTERS OF MISSOURI EDUCATION FUND,MO,R,R99,lwvmissouri.org
27-3450694,SUPPORT OUR ARTHRITIC KIDS INC,NC,G,G195,supportourarthritickid.blogspot.com
45-4938652,PURPLE PEACE FOUNDATION INC,MO,G,G54,www.purplepeacefoundation.org
82-5364135,MY GOD MOTHERS HOUSE,OK,I,I31,mygodmothershouse.org
23-7166868,LEAGUE OF WOMEN VOTERS OF TENNESSEE EDUCATION FUND,TN,R,R400,www.lwvnashville.org
43-1497125,PARKWAY WEST BAND BOOSTER CLUB INC,MO,B,B94,parkwaywestband.com
30-0233976,THE ANITA KAUFMANN FOUNDATION,NJ,G,G54,www.purpledayeveryday.org
26-0196318,OHIO SOCIETY FOR BARIATRIC SURGERY,OH,G,G039,www.ohkyasmbs.org
81-2215532,MOTORCYCLE MISSIONS,TX,F,F60,www.motorcycle-missions.org
84-3710368,HIST1H1E GENETIC SYNDROME RESEARCH FOUNDATION INC,CT,H,H20,hndsyndrome.org
36-4126249,QUINCY REGIONALS CRIMESTOPPERS,IL,R,R68Z,www.quincycrimestoppers.com
82-4629841,CASPER PRIDE,WY,R,R26,www.casperpride.com
20-2317310,HOPE 4 MS INC,CA,G,G50,hope4ms.org
26-3003451,HUAXIA CHINESE SCHOOL AT BERGEN,NJ,B,B28,www.hxbg.org
80-0384986,ARE YOU SAFE INC,FL,I,I80,www.r-u-safe.org
45-4424194,ASSOCIATION FOR CONTEXTUAL BEHAVIORAL SCIENCE- CHICAGO CHAPTE,IL,F,F03,www.acbschicago.org
80-0235397,STAFFORD HOUSE,MI,I,I31,www.staffordhouseinc.org
86-1090779,CAPISTRANO VALLEY CHRISTIAN SCHOOLS INC,CA,B,B25,www.cvcs.org
20-8279486,DALIGHTHOUSE OUTREACH AND SUPPORTGROUP,CA,F,F60,dalighthouseoutreach.com
74-2972504,NEW WORLD MONTESSORI SCHOOL,TX,B,B24,nworldmontessori.org
81-0382745,ALTERNATIVES,MT,I,I44Z,www.altinc.net
81-2824129,GLENWOOD CUBBIES PTO,WA,B,B94,glenwoodcubbiespto.com
31-0847283,NORTH CENTRAL MENTAL HEALTH SERVICES,OH,F,F32Z,www.ncmhs.org
04-3579859,NIDCAP FEDERATION INTL INC,MA,G,G98,www.nidcap.org
20-8214656,NEW HARTFORD PTO,CT,B,B94,newhartfordpto.org
31-0818787,JOINT OFFICE OF CITIZEN COMPLAINTS,OH,I,I510,www.dayton-ombudsman.org
77-0329094,FRESNO CRIME STOPPERS PROGRAM INC,CA,I,I20Z,www.valleycrimestoppers.org
81-1600840,WILKES RECOVERY REVOLUTION,NC,F,F32,www.wilkesrecoveryrevolution.com
82-2694928,FAMILIES AGAINST NARCOTICS INC,MI,F,F21,www.familiesagainstnarcotics.org
81-5056493,FAMILIES AGAINST NARCOTICS INC,MI,F,F21,www.familiesagainstnarcotics.org
26-2302028,FAMILIES AGAINST NARCOTICS INC,MI,F,F21,www.familiesagainstnarcotics.org
81-2585335,TELOS PROJECT,TX,F,F60,thetelosproject.org
23-3065167,CLARKE PENNSYLVANIA INC,PA,B,B21,www.clarkeschools.org
47-3550964,FUTURE LEADERS TODAY INC,PA,I,I21,www.futureleaderstoday.org
85-3182060,FALMOUTH GUN SAFETY COALITION INC,MA,R,R01,falmouthgunsafetycoalition.org
81-2636147,LEAD COALITION OF BAY COUNTY,FL,I,I20,leadabetterlife.org
27-0280695,CAPITAL NVC INC,MD,I,I20,capitalnvc.org
58-2458285,CHILDRENS ADVOCACY CENTER OF THE LOOKOUT MT JUDICIAL CIRCUIT,GA,I,I70,www.caclmjc.com
82-2564392,SYSTEMIC JIA FOUNDATION,OH,H,H98,www.systemicjia.org
75-0999935,MENTAL HEALTH AMERICA OF GREATER DALLAS,TX,F,F80Z,www.mhadallas.org
45-5459543,WNC BIRTH CENTER,NC,E,E40,www.wncbirthcenter.com
30-0440226,CHICAGO HIGH SCHOOL FOR THE ARTS,IL,B,B25,chiarts.org
16-0836556,CANCER ACTION INC,NY,G,G30Z,gildasclubrochester.org
30-0466587,AN INFINITE MIND,FL,F,F80,www.aninfinitemind.com
82-2069455,ACCESS FREEDOM,IL,I,I20,www.accessfreedom.org
42-1738429,FOUNDATION THINKAGAIN,CA,F,F99,www.thinkagain.org
82-4682247,FREEDOM OVERGROUND CORP,GA,I,I12,www.freedomoverground.org
82-0201128,CHILDRENS HOME SOCIETY OF IDAHO,ID,F,F32Z,www.childrenshomesociety.com
45-2670870,AFFECT CHANGE,TX,G,G12,www.careboxprogram.org
82-3008382,SURVIVOR ADVOCACY OUTREACH PROGRAM,OH,F,F42,www.saopseoh.org
20-1284067,ASSOCIATION OF PERINATAL NETWORKS OF NEW YORK INC,NY,G,G20,www.associationofperinatalnetworks.org
58-1804351,GEORGIA PUBLIC SAFETY MEMORIAL COMMITTEE,GA,I,I60I,georgiapublicsafetymemorial.org
23-7151735,LAKE COUNTY BAR ASSOCIATION,IL,I,I03,www.lakebar.org
83-2001383,MOTHERHOOD BEYOND BARS,GA,I,I43,www.motherhoodbeyond.org
47-3992060,AIM FOR MENTAL HEALTH,CA,F,F32,aimformentalhealth.org
26-3648452,VOICE OF WITNESS - A NONPROFIT PUBLIC BENEFIT CORPORATION,CA,R,R20,www.voiceofwitness.org
65-1261804,SACRED HEALING CIRCLE,AL,G,G99,www.sacredhealingcircle.org
23-2129736,CENTER FOR VISION LOSS ENDOWMENT FOUNDATION,PA,G,G41J,sightsforhope.org
68-0342422,MINIMIZING OCCURRENCES OF VIOLENCE IN EVERYDAY SOCIETY,CA,I,I99,minimizingviolence.org
26-4613397,AMERICAN PRINCIPLES PROJECT,VA,R,R010,www.americanprinciplesproject.org
84-2410920,PROJECT PROACTIVE,TN,F,F80,www.jproactive.com
54-1041459,PATHWAY HOMES INC,VA,F,F33Z,www.pathwayhomes.org
